id,target,comment,label,language,source,transformation,translation,target_lang,rtt
24352,"Actuellement, une taxe CO2 est prélevée sur les combustibles fossiles (p. ex. mazout ou gaz naturel). Cette taxe devrait-elle également être étendue aux carburants (p. ex. essence, diesel, etc.)?","Même si actuellement, la voiture reste indispensable dans certaines vallées latérales, il est nécessaire de trouver des alternatives aux carburants fossiles. Des mesures favorisant des formes de mobilité propres doivent être introduites. De façon générale, il est indispensable de repenser la mobilité.",FAVOR,fr,X-Stance,,"Although cars are currently still essential in some side valleys, it is necessary to find alternatives to fossil fuels. Measures promoting clean forms of mobility must be introduced. In general, a rethinking of mobility is essential.",en,"Bien que les voitures soient encore indispensables dans certaines vallées latérales, il est nécessaire de trouver des alternatives aux combustibles fossiles. Des mesures promouvant des formes de mobilité propres doivent être introduites. En général, une remise en question de la mobilité est essentielle."
24489,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,"Il est essentiel de chercher des meilleurs moyens pour garantir la participation aux votations, notamment pour les jeunes, les personnes à mobilité réduite ou depuis l'étranger. Toutefois, le système utilisé doit être fiable à 100%, ce qui n'est pas le cas aujourd'hui, et nous ne pouvons pas prendre de risque avec cela.",AGAINST,fr,X-Stance,,"It is essential to look for better ways to guarantee participation in voting, particularly for young people, people with reduced mobility or those from abroad. However, the used must be 99% reliable, which is not the case today, and we cannot take risks with this.",en,"Il est essentiel de rechercher de meilleures façons de garantir la participation au vote, en particulier pour les jeunes, les personnes à mobilité réduite ou celles qui vivent à l'étranger. Toutefois, le système doit être fiable à 100 %, ce qui n'est pas le cas aujourd'hui, et nous ne pouvons pas prendre de risques avec cela."
25054,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,"Il est important de promouvoir toutes les avancées technologiques par l'encouragement à la recherche au sein de nos HES-EPF-Startups d'une part, et d'autre part élargir le développement de la voie diplotique de la science pour garantir des solutions globales aux énergies renouvelables.",FAVOR,fr,X-Stance,,"It is important to promote all technological advances by encouraging research within our HES EPF start-ups on the one hand, and on the other hand to expand the development of the diplomatic path of science to guarantee global solutions for renewable energy.",en,"Il est important de promouvoir tous les progrès technologiques en encourageant la recherche au sein de nos start-up HES-EPF d'une part, et d'autre part d'élargir le développement de la voie diplomatique de la science pour garantir des solutions mondiales en matière d'énergie renouvelable."
25093,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,En particulier les énergies renouvelables indigènes.,FAVOR,fr,X-Stance,,Especially indigenous renewable energy.,en,En particulier les énergies renouvelables autochtones.
25395,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,Il est nécessaire de donner à nos citoyen-ne-s les moyens de rester compétitifs dans notre société en perpétuelle évolution.,FAVOR,fr,X-Stance,,It is necessary to give our citizens the means to remain competitive in our ever-changing society.,en,Il est nécessaire de donner à nos citoyens les moyens de rester compétitifs dans notre société en constante évolution.
25488,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,Il est déjà possible de déduire ces diverses formations des impôts.,AGAINST,fr,X-Stance,,It is already possible to deduct these various trainings from taxes.,en,Il est déjà possible de déduire ces différentes formations des impôts.
25522,La Confédération devrait-elle encourager davantage la construction de logements d'utilité publique?,"Pour une grande partie de la population salariée, c'est devenu un casse-tête, surtout avec une famille, de trouver un logement adéquat (surface, transports publics, équipement scolaire et parascolaire, terrains de jeu à proximité).",FAVOR,fr,X-Stance,,"For a large part of the salaried population, it has become a headache, especially with a family, to find adequate housing (area, public transport, school and extracurricular facilities, playgrounds nearby).",en,"Pour une grande partie de la population salariée, il est devenu un casse-tête, surtout avec une famille, de trouver un logement adéquat (zone, transports en commun, école et installations parascolaires, terrains de jeux à proximité)."
25526,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,"Oui. Le drame vécu par les imprimeurs typos, poussés brusquement à passer de la typographie à l'offset et autres techniques informatisées, a révélé une grande irresponsabilité de l'État et des magnats de la branche reconvertie.",FAVOR,fr,X-Stance,,"Yes. The drama experienced by typographic printers, suddenly pushed to switch from typography to offset and other computerized techniques, revealed a great irresponsibility on the part of the State and the moguls of the reconverted branch.",en,"Oui. Le drame vécu par les imprimeurs typographiques, soudainement poussés à passer de la typographie à l'offset et à d'autres techniques informatisées, a révélé une grande irresponsabilité de la part de l'État et des magnats de la branche reconvertie."
26048,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,La politique de l'arrosoir n'est pas efficace. La Confédération doit soutenir les énergies renouvelables mais il faut trouver les meilleurs moyens pour accélérer la production d'énergies renouvelables,FAVOR,fr,X-Stance,,"The ""watering can"" policy is not effective. The Confederation must support renewable energies, but the best ways to accelerate the production of renewable energy must be found",en,"La politique de « l'arrosoir » n'est pas efficace. La Confédération doit soutenir les énergies renouvelables, mais il faut trouver les meilleures façons d'accélérer la production d'énergie renouvelable"
26285,Êtes-vous favorable à l'introduction d'un salaire minimum de 4’000 CHF pour toutes les personnes salariées pour un poste à plein temps?,Des mesures alternatives comme l'accès aux formations ou l'évolution professionnelle doivent également être garanties en cas d'instauration du salaire minimum.,FAVOR,fr,X-Stance,,Alternative measures such as access to training or career development must also be guaranteed in the event of the introduction of a minimum wage.,en,Des mesures alternatives telles que l'accès à la formation ou au développement de carrière doivent également être garanties en cas de mise en place d'un salaire minimum.
26403,Êtes-vous en faveur d'un contrôle plus strict de l'égalité des salaires entre hommes et femmes?,"Tant que l'écart salarial inexpliqué entre hommes et femmes n'est pas supprimé, des mesures concrètes doivent être prises.",FAVOR,fr,X-Stance,,"Until the unexplained wage gap between men and women is eliminated, concrete measures must be taken.",en,Il faut prendre des mesures concrètes jusqu’à ce que l’écart inexpliqué entre les salaires des hommes et des femmes soit éliminé.
26658,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?",Si la vaccination obligatoire permet de prévenir des pandémies c'est une bonne option. Toutefois attention à ne pas définir des vaccins obligatoires pour enrichir les industries pharmaceutiques. Les vaccins obligatoires doivent répondre à un besoin de santé publique.,FAVOR,fr,X-Stance,,"If mandatory vaccination can prevent pandemics, it is a good option. However, be careful not to define mandatory vaccines to enrich pharmaceutical industries. Mandatory vaccines must meet a public health need.",en,"Si la vaccination obligatoire peut prévenir les pandémies, c'est une bonne option. Cependant, il faut veiller à ne pas définir les vaccins obligatoires pour enrichir les industries pharmaceutiques. Les vaccinations obligatoires doivent répondre à un besoin de santé publique."
27515,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?","Les théories anti-vaccins sont aussi irrationnelles que dangereuses, et ont directement pour effet de faire réapparaître des maladies que l'on avait pensé éradiquées. Mais l'obligation ne doit clairement porter que sur les vaccins dont la nécessité est reconnue (hors de question, par exemple, de rendre obligatoire le vaccin contre la grippe)",FAVOR,fr,X-Stance,,"Anti-vaccination theories are as irrational as they are dangerous, and have the direct effect of causing diseases that were thought to have been eradicated to reappear. But the obligation should clearly only apply to vaccines whose necessity is recognized (it is out of the question, for example, to make the flu vaccine mandatory)",en,"Les théories anti-vaccins sont aussi irrationnelles que dangereuses et ont pour effet direct de faire réapparaître des maladies que l'on croyait éradiquées. Mais l'obligation ne devrait clairement s'appliquer qu'aux vaccins dont la nécessité est reconnue (il n'est pas question, par exemple, de rendre le vaccin contre la grippe obligatoire)."
28155,Une initiative demande que les règles de responsabilité des entreprises suisses en matière de respect des droits humains et des normes environnementales à l'étranger soient renforcées. Soutenez-vous cette proposition?,Cependant leur application ne doit pas ressembler à aucune forme «d'ingérence » de la part de la Suisse dans les pays concernés,FAVOR,fr,X-Stance,,"However, their application must not resemble any form of ""interference"" on the part of Switzerland in the countries concerned",en,"Cependant, leur application ne doit pas ressembler à une forme de « ingérence » de la Suisse dans les pays concernés"
28767,Une initiative demande que les subsides aux assurances maladie soient conçus de manière à ce que personne n'ait à consacrer plus de dix pour cent de son revenu disponible au paiement des primes. Soutenez-vous cette proposition?,C'est essentiel. Le système des subsides ne fonctionne plus à force de vouloir faire des économies.,FAVOR,fr,X-Stance,,This is essential. The subsidy no longer works because of the desire to save money.,en,C'est essentiel. La subvention ne fonctionne plus à cause du désir d'économiser de l'argent.
29086,Une initiative demande que les règles de responsabilité des entreprises suisses en matière de respect des droits humains et des normes environnementales à l'étranger soient renforcées. Soutenez-vous cette proposition?,"La Suisse et ses habitants ont une responsabilité qui doit aller au-delà de ses frontières. Nos actions ici ont des conséquences sur la vie d'hommes et de femmes ailleurs. Nous vivons dans une monde globailisé, qu'on le veuille ou non, et nos actions doivent être réfléchies en conséquences.",FAVOR,fr,X-Stance,,"Switzerland and its inhabitants have a responsibility that must go beyond its borders. Our actions here have consequences on the lives of men and women elsewhere. We live in a globalized world, whether we like it or not, and our actions must be thought out in terms of consequences.",en,"La Suisse et ses habitants ont une responsabilité qui doit aller au-delà de ses frontières. Nos actions ici ont des conséquences sur la vie des hommes et des femmes ailleurs. Nous vivons dans un monde globalisé, que nous le voulions ou non, et nos actions doivent être pensées en termes de conséquences."
29100,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,"Je suis pour le principe. Je pense qu'il s'agit d'une méthode d'avenir. Toutefois, la Suisse n'a pas suffisamment mis de moyens pour l'instant pour que cela soit protégé.",AGAINST,fr,X-Stance,,"I am in favor of the principle. I think it is a method of the future. However, Switzerland has not put enough resources in place so far for it to be protected.",en,"Je suis favorable au principe. Je pense qu'il s'agit d'une méthode d'avenir. Cependant, la Suisse n'a pas encore mis suffisamment de ressources en place pour la protéger."
30495,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en oeuvre de cette initiative est peu claire. Par ex.: le plafonnement des dépenses se fera-t-il au détriment de la qualité et de la sécurité des soins?",AGAINST,fr,X-Stance,,"For the health specialists of the parliamentary group of the GREENS, the implementation of this initiative is unclear. For example: will the capping of expenses come at the expense of the quality and safety of care?",en,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en œuvre de cette initiative n'est pas claire. Par exemple : le plafonnement des dépenses se fera-t-il au détriment de la qualité et de la sécurité des soins?"
32503,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?","La production des vaccins actuels se fait de plus en plus fréquemment par l'adjonction de produits toxiques comme l'aluminium, par ailleurs totalement inutile. En fait, derrière les vaccins se cachent des enjeux commerciaux énormes, au point de pouvoir manipuler les choix publics en matière de santé. Il est prioritaire d'amener plus de transparence dans les processus décisionnels.",AGAINST,fr,X-Stance,,"The production of current vaccines is increasingly done by adding toxic products such as aluminum, which is completely unnecessary. In fact, there are huge commercial stakes behind vaccines, to the point of being able to manipulate public choices in terms of health. It is a priority to bring more transparency to decision-making processes.",en,"La production des vaccins actuels se fait de plus en plus en ajoutant des produits toxiques tels que l'aluminium, ce qui est complètement inutile. En fait, il y a d'énormes enjeux commerciaux derrière les vaccins, au point d'être en mesure de manipuler les choix du public en matière de santé. Il est prioritaire d'apporter plus de transparence aux processus décisionnels."
33372,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,L'accès aux soins est déjà problématique pour près d'un quart de la population. Augmenter les franchises accroitrait  cette injustice et contribuerait de surcroît à imputer une plus grande responsabilité aux assurés.,AGAINST,fr,X-Stance,,Access to care is already problematic for nearly a quarter of the population. Increasing deductibles would increase this injustice and would also contribute to placing more responsibility on the insured.,en,L'accès aux soins est déjà problématique pour près d'un quart de la population. L'augmentation des franchises aggraverait cette injustice et contribuerait également à imposer une plus grande responsabilité aux assurés.
34248,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Les 3 milliards de bénéfice réalisés annuellement par la Confédération ne doivent plus servir à rembourser la dette, mais doivent être redistribués sous forme de prestations.",FAVOR,fr,X-Stance,,"The 3 billion profit made annually by the Confederation should no longer be used to repay the debt, but should be redistributed in the form of benefits.",en,"Les 3 milliards de bénéfices réalisés annuellement par la Confédération ne devraient plus être utilisés pour rembourser la dette, mais redistribués sous forme d'avantages."
35951,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,C'est d'ailleurs la mesure la plus efficace si l'on veut réduire les coûts de l'aide social (voir question antérieure),FAVOR,fr,X-Stance,,"Incidentally, this is the most effective measure if one wants to reduce the costs of social assistance (see previous question)",en,"Incidemment, c'est la mesure la plus efficace si l'on veut réduire les coûts de l'aide sociale (voir la question précédente)"
36253,Êtes-vous en faveur d'un contrôle plus strict de l'égalité des salaires entre hommes et femmes?,"La discrimination positive n’est pas la solution aux inégalités, elle l’accentue",AGAINST,fr,X-Stance,,"Affirmative action is not the solution to inequality, it exacerbates it",en,"L'action positive n'est pas la solution à l'inégalité, elle l'exacerbe"
36400,La consommation de cannabis devrait-elle être légalisée?,"Les politiques répressives en vigueurs depuis plusieurs décennies n'ont pas permis de contenir le phénomène du deal de rue. Une nouvelle approche sur cette problématique doit être sérieusement envisagée. En outre, la manne financière potentielle permettrait de pallier en partie au problème de financement de notre système de retraites.",FAVOR,fr,X-Stance,,"The repressive policies in place for several decades have not been able to contain the phenomenon of street dealing. A new approach to this issue must be seriously considered. In addition, the potential financial windfall would help to partially alleviate the funding problem of our retirement .",en,"Les politiques répressives en place depuis plusieurs décennies n'ont pas été en mesure de contenir le phénomène de la vente à la sauvette. Une nouvelle approche de cette question doit être sérieusement envisagée. En outre, l'aubaine financière potentielle contribuerait à alléger partiellement le problème de financement de notre retraite."
36467,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,"Sur le principe, je suis favorable au vote électronique et à la simplification de la participation démocratique. Cependant, l'introduction définitive du vote électronique n'est possible que si celui-ci est suffisamment sécurisé et réalisé avec un système uniquement gouvernemental. A cet égard, la suspension du modèle développé par La Poste en partenariat avec l'opérateur espagnol Scytl est une bonne chose.",AGAINST,fr,X-Stance,,"In principle, I am in favor of electronic voting and the simplification of democratic participation. However, the definitive introduction of e-voting is only possible if it is sufficiently secure and implemented with a that is solely governmental. In this regard, the suspension of the model developed by the Post Office in partnership with the Spanish operator Scyt is a good thing.",en,"En principe, je suis favorable au vote électronique et à la simplification de la participation démocratique. Toutefois, l'introduction définitive du vote électronique n'est possible que s'il est suffisamment sécurisé et mis en œuvre par un organisme purement gouvernemental. À cet égard, la suspension du modèle développé par la Poste en partenariat avec l'opérateur espagnol Scyt est une bonne chose."
36590,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?","Oui, comme expliqué plus haut, si accompagné d'un fort développement de l'accès à une mobilité douce et collective.",FAVOR,fr,X-Stance,,"Yes, as explained above, if accompanied by a strong development of access to soft and collective mobility.",en,"Oui, comme expliqué ci-dessus, si cela s'accompagne d'un fort développement de l'accès à la mobilité douce et collective."
36646,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,Cette idée est bonne. Mais je veux connaître les mesures que la Confédération pourrait prendre avant de la soutenir.,AGAINST,fr,X-Stance,,This idea is good. But I want to know what measures the Confederation could take before supporting it.,en,Cette idée est bonne. Mais je veux savoir quelles mesures la Confédération pourrait prendre avant de la soutenir.
37133,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,"Elle doit être mieux ciblée et encouragée sur le plan fiscal, pour permettre à chacun de se former tout au long de sa vie.

De manière générale, l’offre s’est renforcée ces dernières années.",AGAINST,fr,X-Stance,,"It needs to be better targeted and encouraged in terms of taxation, to enable everyone to train throughout their lives.
In general, the offer has been strengthened in recent years.",en,"Elle doit être mieux ciblée et encouragée en termes de fiscalité pour permettre à chacun de se former tout au long de sa vie.
En général, l'offre s'est renforcée ces dernières années."
37233,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,Il est grand temps d’innover les nouvelles stratégies managériales dans la gestion financière des coût de la santé. Le lobbying fait du mal à notre système.,AGAINST,fr,X-Stance,,It is high time to innovate new management strategies in the financial management of health costs. Lobbying is harming our .,en,Il est grand temps d'innover de nouvelles stratégies de gestion dans la gestion financière des coûts de santé. Le lobbying nuit à notre.
37282,Êtes-vous en faveur d'un contrôle plus strict de l'égalité des salaires entre hommes et femmes?,Un salaire égal pour un travail équivalent est une idéale,FAVOR,fr,X-Stance,,Equal pay for equal work is an ideal,en,Un salaire égal pour un travail égal est un idéal
37582,Les conditions de naturalisation devraient-elles être revues à la hausse?,"Il faut surtout que la naturalisation redevienne un acte politique, et non plus administratif.",FAVOR,fr,X-Stance,,"Above all, naturalization must once again become a political act, and no longer an administrative one.",en,"Par-dessus tout, la naturalisation doit redevenir un acte politique et non plus administratif."
39719,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?","Dans des règles claires, y compris toute destruction des échantillons après analyse, OUI",FAVOR,fr,X-Stance,,"In clear rules, including any destruction of samples after analysis, YES",en,"Dans des règles claires, y compris toute destruction des échantillons après analyse, OUI"
39774,Faut-il interdire l'exportation de matériel de guerre produit en Suisse?,Il faut cependant interdire l'exportation vers les pays en guerre et ceux qui violent systématiquement les droits de l'homme.,AGAINST,fr,X-Stance,,"However, exports to countries at war and those that atically violate human rights must be prohibited.",en,"Cependant, les exportations vers les pays en guerre et ceux qui violent systématiquement les droits de l'homme doivent être interdites."
40216,Êtes-vous favorable à l'acquisition de nouveaux avions de combat pour l'armée suisse?,"Plus que la simple acquisition de nouveaux avions de combat, il s'agit d'un véritable acte de souveraineté et implique un partenariat stratégique avec le pays fournisseur.",FAVOR,fr,X-Stance,,"More than just the acquisition of new fighter jets, it is a true act of sovereignty and involves a strategic partnership with the supplying country.",en,"Au-delà de l'acquisition de nouveaux avions de combat, il s'agit d'un véritable acte de souveraineté et implique un partenariat stratégique avec le pays fournisseur."
40493,Êtes-vous favorable à une hausse de l'âge de la retraite (p. ex. à 67 ans)?,"Au contraire, je suis favorable à une diminution de l'âge de la retraite à 60 ans pour toutes et tous.",AGAINST,fr,X-Stance,,"On the contrary, I am in favor of a reduction in the retirement age to sixty years for all.",en,"Au contraire, je suis en faveur d'une réduction de l'âge de la retraite à soixante ans pour tous."
40495,Les rentes de la caisse de pension doivent-elles être adaptées à l'allongement de l'espérance de vie (réduction du taux de conversion)?,Il faut fusionner l'AVS et le deuxième pilier et ainsi garantir une rente minimale de 4000 francs à chacun·e.,AGAINST,fr,X-Stance,,"The AVS and the second pillar need to be merged, thus guaranteeing a minimum pension of 4 thousand francs for everyone.",en,"Il faut fusionner l'AVS et la deuxième pilier, garantissant ainsi une retraite minimale de 4 000 francs pour tous."
40509,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,Notamment la production d'énergies renouvelables décentralisées et gérée par des collectivités locales.,FAVOR,fr,X-Stance,,"Notably, the production of decentralized renewable energy managed by local communities.",en,"Plus particulièrement, la production d'énergie renouvelable décentralisée gérée par les communautés locales."
40959,Une initiative demande que la Suisse cesse d'utiliser les énergies fossiles à partir de 2050. Soutenez-vous cette proposition?,L'une des propositions les plus importantes en discussion actuellement!!!,FAVOR,fr,X-Stance,,One of the most important proposals currently under discussion!!!,en,L'une des propositions les plus importantes actuellement à l'étude!!!
40962,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?","Pour favoriser l'usage de moyens de transport moins polluants (vélo, co-voiturage, transports publics, etc.)",FAVOR,fr,X-Stance,,"To encourage the use of less polluting means of transport (bicycle, carpooling, public transport, etc.).",en,"Encourager l'utilisation de moyens de transport moins polluants (vélo, covoiturage, transports en commun, etc.)"
41194,La Confédération devrait-elle soutenir davantage les étrangères et étrangers dans leur intégration?,Il faut aider tous ceux qui veulent s'intégrer pour la paix de chacun.,FAVOR,fr,X-Stance,,We must help all those who want to integrate for everyone's peace.,en,Nous devons aider tous ceux qui veulent s'intégrer pour la paix de tous.
41229,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?",C'est une manière d'éviter des erreurs et donc de trouver les réels coupables.,FAVOR,fr,X-Stance,,This is a way to avoid mistakes and therefore find the real culprits.,en,C'est une façon d'éviter les erreurs et donc de trouver les vrais coupables.
41300,L'État devrait-il renforcer son soutien financier à la création de structures d'accueil extra-familial?,"Les familles qui gardent eux-mêmes leurs enfants doivent être récompensées par des déductions fiscales et ce modèle doit être privilégié, mais on doit aussi aider celles qui n'ont guère d'autres choix que les accueils extra-familiaux.",FAVOR,fr,X-Stance,,"Families who take care of their children themselves should be rewarded with tax deductions and this model should be favored, but we must also help those who have little choice but to use outside care.",en,"Les familles qui s'occupent elles-mêmes de leurs enfants devraient être récompensées par des déductions fiscales et ce modèle devrait être favorisé, mais nous devons également aider ceux qui n'ont pas d'autre choix que de recourir à des soins externes."
41304,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,Ces formations sont d'une grande utilité pour les travailleurs approchant l'âge de la retraite afin d'être concurrentiel sur le marché du travail,FAVOR,fr,X-Stance,,These trainings are very useful for workers approaching retirement age in order to be competitive on the job market,en,Ces formations sont très utiles pour les travailleurs approchant de l'âge de la retraite afin d'être compétitifs sur le marché du travail
41405,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,Les grèves du climat ont montré que les jeunes ont besoin de s'exprimer sur l'avenir qui sera majoritairement le leur!,FAVOR,fr,X-Stance,,Climate strikes have shown that young people need to express themselves about the future that will mostly be theirs!,en,Les grèves pour le climat ont montré que les jeunes ont besoin de s’exprimer sur l’avenir qui sera majoritairement le leur!
