id,target,comment,label,language,dataset,transformation,translation,target_lang,rtt
17551,Les rentes de la caisse de pension doivent-elles être adaptées à l'allongement de l'espérance de vie (réduction du taux de conversion)?,"Les baisses dûes à un taux de conversion modifié doivent être compensées par un système d'économies et d'investissements fiscalement avantageuses - y compris pour les bas salaires.

Die wegen des Umwandlungssatzes sinkenden Renten sollen durch steuerlich bevorzugtes freiwilliges Rentensparen kompensiert werden können - auch für niedrige Einkommen.",FAVOR,fr,X-Stance,,"Die Baumnissen, die durch einen geänderten Wechselkurs verursacht werden, müssen durch ein System steuerbegünstigter Spar- und Investitionsmaßnahmen ausgeglichen werden - einschließlich für geringe Löhne.

Die Renten, die aus Gründen des Wechselkursschatzes sinken, sollten durch steuergünstiges freiwilliges Rentensparen kompensiert werden - auch bei niedrigen Einkommensniveaus.",de,"Les baisses de revenus dus à un taux de change modifié doivent être compensées par un système de mesures incitatives fiscales favorables au épargne et à l'investissement - y compris pour les salaires faibles.

Les pensions qui baissent en raison de l'estimation du risque de change devraient être补偿了，通过税收优惠的自愿养老金储蓄补偿 - 即使在低收入水平上也是如此。"
17553,La Confédération devrait-elle encourager davantage la construction de logements d'utilité publique?,"Les modèles innovants, tels les coopératives immobiliaires, sont une solution attractive pour les jeunes familles, les personnes âgées et la classe moyenne.

Vor allem junge Familien, ältere Menschen und der Mittelstand können von gemeinnützigen Wohnmodellen profitieren.",FAVOR,fr,X-Stance,,"novative Modelle, wie z.B. Immobilienkooperativen, sind eine ansprechende Lösung für junge Familieneinheiten, alte Menschen und die Mittelschicht.

Insbesondere können junge Familien, Alte und das Mittelstandssegment von gemeinwohlorientierten Wohnformen profitieren.",de,"des modèles novatifs, tels que des coopératives immobilières, sont une solution attrayante pour les jeunes familles, les personnes âgées et la classe moyenne.

En particulier, les jeunes families, les seniors et le segment de la classes moyennes peuvent bénéficier des logements orientés vers le bien commun."
17562,Le concept de l'école intégrative prévoit que les enfants ayant des difficultés d'apprentissage ou des handicaps soient scolarisé·e·s dans des classes ordinaires. Soutenez-vous cette approche?,"La plupart des enfants handicapés s'intègrent parfaitement aux classes régulières et profitent de cet échange humain au contact des autres.

Die meisten behinderten Kindern integrieren sich problemlos in die Regelklassen der Schule und profitieren vom Austausch und den Kontakten in diesem regulären Rahmen.",FAVOR,fr,X-Stance,,Die meistenBehindertenkinders integrierensproblemlosin dieRegelklassenderSchule undprofitierenvomAustauschunddenKontaktenin diesemregulärenRahmen.,de,La plupart des enfants handicapés s'intègrent sans problème dans les classes régulières de l'école et profitent de l'interaction et des contacts dans ce cadre régulier.
17563,Seriez-vous favorable à ce que le droit de vote et d'élection soit introduit au niveau communal pour les personnes étrangères qui résident en Suisse depuis au moins dix ans?,"La participation politique au niveau communal favorise l'intégration et fonctionne très bien dans les cantons et communes qui l'admettent (comme p.ex. à Fribourg).

Die politische Mitbestimmung ist ein ausgezeichnetes Integrationsinstrument und funktioniert sehr gut in den Gemeinden und Kantonen, die dies bereits zulassen (wie z.B. in Freiburg).",FAVOR,fr,X-Stance,,": Die politische Teilhabe fördert die Integration auf Gemeindeebene und funktioniert sehr erfolgreich in den Kantons- und Gemeindeverwaltungen, die diese Form der Beteiligung akzeptieren (wie beispielsweise in Friborg).",de,: La participation politique favorise l'intégration au niveau communal et fonctionne très efficacement dans les administrations cantonales et communales qui acceptent cette forme de participation (comme à Fribourg par exemple).
17564,La limitation de l'immigration a-t-elle pour vous la priorité sur le maintien des accords bilatéraux avec l'UE?,"Au-delà des bénéfices de la ""voie bilatérale"" : sans immigration, la Suisse devrait fermer la plupart de ses hôpitaux, hôtels et restaurants, pratiquement toutes les entreprises maraîchaires - et de nombreux secteurs économiques seraient péjorés.

Ohne über die Vorteile des ""bilateralen Weges"" zu reden, müsste die Schweiz ohne Immigration die meisten Spitäler schliessen, fast alle Hotels und Restaurants, viele Bauernbetriebe - und zahlreiche Wirtschaftszweige hätten Einbussen zu erleiden.",AGAINST,fr,X-Stance,,"Außer den Vorteilen des ""bilateralen Wege"" gäbe es ohne Einwanderung in der Schweiz den meisten Krankenhäusern, fast allen Hotels undrestaurants, vielen Landwirtschaftsbetrieben den Tod - und viele Wirtschaftssektoren würden erheblich geschwächt sein.",de,"En dehors des avantages du ""chemin bilatéral"", la plupart des hôpitaux en Suisse, presque tous les hôtels et restaurants, de nombreux établissements agricoles seraient condamnés à la mort - et de nombreux secteurs économiques seraient considérablement affaiblis."
17565,Les personnes sans-papiers devraient-elles pouvoir obtenir plus facilement un statut de séjour régularisé?,"Tous les cas de rigueur sont à étudier avec humanité et intelligence.

Alle Härtefälle sind mit Menschlichkeit und Proportionalität zu behandeln.",AGAINST,fr,X-Stance,,Alle schwierigen Fälle sind mit Humanität und Intelligenz zu betrachten.,de,Tous les cas difficiles doivent être considérés avec humanité et intelligence.
17566,La consommation de cannabis devrait-elle être légalisée?,"Le signal envoyé par une légalisation serait négatif : la consommation de marihuana à un jeune âge peut rapidement générer des symptomes psychotiques durables.

Die Signalwirkung einer Legalisierung wäre nicht gut: Cannabis-Konsum in jugendlichem Alter kann je nach Veranlagung schnell zu langfristig problematischen psychotischen Störungen führen.",AGAINST,fr,X-Stance,,"ote: Die ursprüngliche deutsche Übersetzung war bereits korrekt. Daher wird dieselbe übersetzt, um die Anweisungen exakt zu befolgen.

Le信号发送的信号将是负面的：早期使用大麻可能会迅速导致持久的精神分裂症症状。",de,Le signal envoyé sera négatif : l'utilisation précoce du cannabis peut entraîner rapidement des symptômes psychotiques durables.
17567,Seriez-vous favorable à ce qu'un médecin soit autorisé à administrer l'euthanasie active directe en Suisse?,"Ceci serait pas ou peu compatible avec le serment prêté par un/e médecin.

Dies wäre mit dem Eid, den ein/e Arzt/Ärztin leister nicht oder kaum vereinbar.",AGAINST,fr,X-Stance,,Dies würde nicht oder nur schwach mit dem Schwur eines Arztes/Qualifizierten zusammenpassen.,de,Ceci ne correspondrait pas ou seulement faiblement au serment d'un médecin/qualifié.
17568,Êtes-vous en faveur d'une nouvelle réduction des contributions versées par les cantons financièrement forts aux cantons financièrement faibles dans le cadre de la péréquation financière?,"La solidarité est également valable pour la politique financière dans notre pays.

Solidarität ist auch eine finanzpolitische Pflicht in unserem Land.",AGAINST,fr,X-Stance,,: Die Solidarität gilt auch für die Finanzpolitik in unseremLand.,de,La solidarité s'applique également à la politique financière dans notre pays.
17569,Êtes-vous en faveur d'une restriction de la concurrence entre les cantons en matière d'imposition des entreprises?,"La concurrence a par nature besoin de liberté pour pouvoir déployer des effets positifs.

Wettbewerb benötig Freiheit, um positive Effekte zu generieren.",AGAINST,fr,X-Stance,,der Natur benötigt Wettbewerb_freie Entfaltung positiver Effekte.,de,der Natur nécessite un développement libre positifs effets.
17570,Êtes-vous favorable à l'introduction d'un salaire minimum de 4’000 CHF pour toutes les personnes salariées pour un poste à plein temps?,"L'idée du revenu de base me paraît plus intéressante qu'un salaire minimum artificiellemnt fixé.

Besser als ein künstlich festgelegter Mindestlohn wäre die Idee eines Grundeinkommens.",AGAINST,fr,X-Stance,,Der Gedanke an ein Grundebeneinkommen erscheint mir interessanter als der an einem mindestens人为地设定的最低工资。,de,e idée d'un revenu de base me semble plus intéressante que celle d'un salaire minimum artificiellement fixé.
17574,Faut-il renoncer au durcissement des conditions d'admission au service civil proposé par le Conseil fédéral?,"Je soutiens l'introduction d'un large ""service citoyen"", incluant le service militaire, le service civil et d'autres formes de contribution au bien public.

Ich unterstütze die Einführung eines breiten ""Bürgerdienstes"", der Militär- und Zivildienst einschliesst, aber auch andere Formen des Engagements zugunsten des Gemeinwohls.",AGAINST,fr,X-Stance,,"Ich unterstützen die Einrichtung eines umfassenden ""Bürgerservice"", der militärischen und zivilen Dienst einbezieht, sowie weitere Formen der Beitragsbereitschaft am Gemeinwesen.",de,"e supports la mise en place d'un large ""service civique"", qui intègre le service militaire et le service civique, ainsi que d'autres formes de contribution au bien commun."
17576,Êtes-vous en faveur de la candidature de la Suisse à un siège au Conseil de sécurité de l'ONU?,"La Suisse peut apporter une expérience intéressante à l'ONU : la démocratie, la défense des droits humains, le fédéralisme et la décentralisation, les bons-offices, la liberté et la responsabilité.

Die Schweiz kann einen interessante Erfahrungen und Kompetenzen in die UNO-Debatten einbringen: mit ihrer Demokratie, der Verteidigung der Menschenrechte, dem Föderalismus und der Dezentralisierung, den Guten Diensten, der Freiheit und Verantwortung.",FAVOR,fr,X-Stance,,"Schweiz kann eine interessante Erlebnismenge für die UNODiskussionen beisteuern: durch ihre Demokratie, ihre Menschenrechtsverteidigung, ihr Federalismus- und Dekentralisierungssystem, ihre Vermittlungsfähigkeiten, ihre Freiheiten und ihre Verantwortlichkeit.",de,"La Suisse peut apporter une variété intéressante d'expériences aux discussions de l'UNODC : grâce à sa démocratie, sa défense des droits humains, son système fédéral et de décentralisation, ses capacités de médiation, ses libertés et sa responsabilité."
17797,Une initiative demande l'instauration d'un congé paternité payé de quatre semaines. Êtes-vous en faveur de cette proposition?,"Or, je préfère un congé parental, afin de réaliser l'égalité des chances entre les sexes.",FAVOR,fr,X-Stance,,"Ich bevorzuge ein Elterngeld, um die Gleichstellung der Geschlechter zu realisieren.",de,Je préfère une allocation parentale pour réaliser l'égalité entre les sexes.
17798,La Confédération devrait-elle encourager davantage la construction de logements d'utilité publique?,La confédération devrait soutenir d'avantage les coopératives d'habitation afin de promouvoir la construction d'habitation plus écologique et une meilleure mixité sociale.,FAVOR,fr,X-Stance,,"Die Konföderation sollte die Wohngenossenschaften stärker unterstützen, um die Errichtung ökologischer Wohnungen und eine bessere soziale Mischung zu fördern.",de,e confédération devrait soutenir plus fortement les coopératives d'habitation pour promouvoir la construction de logements écologiques et une meilleure mixité sociale.
17799,L'expansion du réseau mobile selon la norme 5G doit-elle se poursuivre?,Cela me semble pas judicieux avant qu'un retour sera soumis à la Confédération par la commission d'experts.,AGAINST,fr,X-Stance,,"Dies erscheint mir nicht geeignet, bevor ein Bericht der Kommission von Experten an die Konföderation gestellt wird.",de,cela ne me paraît pas approprié avant que le rapport de la Commission par des experts ne soit soumis à la Confédération.
18628,Êtes-vous favorable à une hausse de l'âge de la retraite (p. ex. à 67 ans)?,Pourquoi pas dans certaines branches moins exigeantes physiquement.,FAVOR,fr,X-Stance,,. Warum nicht in bestimmten weniger physisch anspruchsvollen Bereichen.,de,pourquoi ne pas dans certains domaines moins physiquement exigeants.
18629,L'État devrait-il renforcer son soutien financier à la création de structures d'accueil extra-familial?,Il faut renforcer la capacité des familles et la garde des enfants intrafamiliale.,AGAINST,fr,X-Stance,,"Es ist notwendig, die Fähigkeiten der Familien und die innfamiliäre Kinderbetreuung zu stärken.",de,Il est nécessaire de renforcer les compétences des familles et la garde d'enfants au sein même de la famille.
18630,Les rentes de la caisse de pension doivent-elles être adaptées à l'allongement de l'espérance de vie (réduction du taux de conversion)?,"Il faut trouver une solution pour soutenir l'AVS, par exemple en utilisant les nouvelles taxes sur le CO2.",AGAINST,fr,X-Stance,,": Man muss eine Lösung finden, um die AVS zu unterstützen, zum Beispiel durch den Einsatz der neuen CO2-Steuer.",de,"On doit trouver une solution pour soutenir l'AVS, par exemple en utilisant la nouvelle taxe sur le CO2."
18631,La Confédération devrait-elle encourager davantage la construction de logements d'utilité publique?,"Non, il faut commencer à sérieusement limiter le bétonnage de notre pays.",AGAINST,fr,X-Stance,,", es muss ernsthaft begonnen werden, den Betonieren unseres Landes zu begrenzen.",de,: il faut sérieusement commencer à limiter le bétonnage de notre pays.
18633,Le concept de l'école intégrative prévoit que les enfants ayant des difficultés d'apprentissage ou des handicaps soient scolarisé·e·s dans des classes ordinaires. Soutenez-vous cette approche?,"On a fait le test à Genève et il n'est pas tellement positif. En effet, les maîtres sont parfois (souvent) débordés par des situations qu'ils ne peuvent gérer et qui tirent la classe en bas. L'idée d'intégration n'est en soi pas mauvaise, mais elle doit mieux tenir compte de la charge de travail des enseignants et non leur imposer des solutions non négociées et non négociables.",AGAINST,fr,X-Stance,,"Wir haben den Test in Genf durchgeführt und es ist nicht sonderlich positiv. Tatsächlich werden Lehrkräfte manchmal (häufig) von Situationen überwältigt, die sie nicht verwalten können und die die Klasse nach unten ziehen. Die Idee der Integration ist in sich nicht schlecht, aber sie muss die Arbeitsbelastung der Lehrkräfte besser berücksichtigen und nicht unverhandelbare und nicht-negotierbare Lösungen ihnen auferlegen.",de,"Nous avons effectué le test à Genève et ce n'est pas particulièrement positif. En effet, les enseignants sont parfois (fréquemment) submergés par des situations qu'ils ne peuvent pas gérer et qui entraînent la classe vers le bas. L'idée de l'intégration n'est en elle-même pas mauvaise, mais elle doit mieux prendre en compte la charge de travail des enseIGNANTS et ne pas imposer des solutions inenvisageables et non-négociables."
18634,La limitation de l'immigration a-t-elle pour vous la priorité sur le maintien des accords bilatéraux avec l'UE?,"Question difficile : difficile d'y répondre par Oui ou Non. Il faut trouver des solutions humaines à des problèmes épineux et souvent urgents. Donc non à cette question, mais oui à chercher au mieux de quoi respecter des objectifs réalistes en terme d'intégration et de population.",AGAINST,fr,X-Stance,,"Frage ist schwierig: Es ist schwer, mit Ja oder Nein darauf zu antworten. Man muss menschliche Lösungen für schmerzhafte und oft dringliche Probleme finden. Also Nein zu dieser Frage, aber Ja daran, die beste Möglichkeit zu finden, um realistische Ziele hinsichtlich der Integration und der Bevölkerung zu respektieren.",de,"e est difficile : il est difficile de répondre par oui ou par non. Il faut trouver des solutions humaines pour des problèmes douloureux et souvent urgents. Donc non à cette question, mais oui à la meilleure façon de trouver des objectifs réalistes concernant l'intégration et la population."
18638,L'expansion du réseau mobile selon la norme 5G doit-elle se poursuivre?,"Il faut attendre les résultats du groupe d'experts et surtout respecter la santé, la santé des arbres et de notre patrimoine naturel en général.",AGAINST,fr,X-Stance,,"Es ist notwendig, die Ergebnisse des Expertengruppes abzuwarten und vor allem die Gesundheit zu respektieren, die GesUNDHEIT der Bäume und unseres natürlichen Erbes im Allgemeinen.",de,"'il est nécessaire d'attendre les résultats du groupe d'experts et avant tout de respecter la santé, la SANTÉ des arbres et de notre héritage naturel en général."
18639,Une initiative demande que la Suisse cesse d'utiliser les énergies fossiles à partir de 2050. Soutenez-vous cette proposition?,"A voir. Je préfère ne pas trop m'engager sur ce terrain car je ne sais pas si cela sera réalisable. Il est cependant possible de développer de manière très intentionnelle les voitures et autres véhicules à hydrogène, qui ne rejettent que de l'eau !",FAVOR,fr,X-Stance,,". Ich möchte mich nicht zu sehr auf diesem Gebiet festlegen, da ich nicht weiß, ob dies realisierbar sein wird. Es ist jedoch möglich, die Entwicklung von Wasserstofffahrzeugen und anderen Fahrzeugen sehr bewusst voranzutreiben, die nur Wasser abgeben!",de,"'Ich ne souhaite pas m'engager trop sur ce domaine, car je ne sais pas si cela sera réalisable. Cela étant dit, il est toutefois possible de promouvoir très consciemment le développement des véhicules à hydrogène et d'autres véhicules qui ne dégagent que de l'eau!"
18642,Les paiements directs devraient-ils être accordés qu'aux exploitations agricoles qui fournissent un bilan écologique étendu (p. ex. renoncement à l'utilisation des pesticides de synthèse et limitation de l'utilisation d'antibiotiques)?,"Plutôt non, car il faut arrêter de vouloir transformer le métier d'agriculteur en métier d'administrateur. Les paysans en ont marre qu'on les prenne pour des fiduciaire ou des avocats et qu'on les bombarde chaque année un peu plus de paperasse.",AGAINST,fr,X-Stance,,"icht really, denn man muss aufhören, das Landwirtschaftliche Beruf als Verwaltungsberuf zu verändern. Die Bauern sind satt, dass man sie für Anwälte oder Steuerberater hält und jedes Jahr ein bisschen mehr Papierkram auf sie herabregnen lässt.",de,"Ce n'est vraiment pas le cas, car il faut arrêter de transformer le métier d'agriculteur en un métier administratif. Les agriculteurs en ont marre d'être considérés comme des avocats ou des conseillers fiscaux et de voir chaque année un peu plus de paperasserie tomber sur eux."
18643,Faut-il étendre les mesures de protection de la biodiversité (p. ex. des règles plus strictes pour la construction en dehors des zones à bâtir existantes)?,"Absolument. C'est indispensable. Surtout à Genève où nous sommes sur le point d'assister à la fin de notre biodiversité, au massacre de nos sols et de toute leur richesse.",FAVOR,fr,X-Stance,,"Absolut. Das ist unerlässlich. Insbesondere in Genf, wo wir uns dem Ende unserer Biodiversität, dem Massaker unserer Böden und all ihrer Reichtümer nähern.",de,"hift. Cela est indispensable. En particulier à Genève, où nous nous rapprochons de la fin de notre biodiversité, du massacre de nos sols et de tous leurs richesses."
18647,Une initiative demande que les règles de responsabilité des entreprises suisses en matière de respect des droits humains et des normes environnementales à l'étranger soient renforcées. Soutenez-vous cette proposition?,"En fait, je dirais un Oui franc si c'était le cas de TOUTES les entreprises avec lesquelles nous travaillons et pas seulement des entreprises suisses. J'y vois là une inégalité en défaveur de nos entreprises. Donc OUI pour un renforcement des règles de responsabilités concernant TOUTES les entreprises avec lesquelles nous sommes en partenariat.",FAVOR,fr,X-Stance,,"Tatsächlich würde ich ein klares Ja sagen, wenn es um alle mit uns zusammenarbeitenden Unternehmen ginge und nicht nur um schweizerische Unternehmen. Ich sehe darin eine Ungleichbehandlung unserer Unternehmen. Deshalb JA für eine Stärkung der Verantwortlichkeitsregeln bezüglich aller mit uns in Partnerschaft stehenden Unternehmen.",de,"En réalité, je dirais un net oui si cela concernait toutes les entreprises avec lesquelles nous collaborons et non seulement les entreprises suisses. Je vois là une discrimination en faveur des entreprises de notre pays. Par conséquent, OUI pour une renforcement des règles de responsabilité concernant toutes nos entreprises partenaires."
20218,"Actuellement, une taxe CO2 est prélevée sur les combustibles fossiles (p. ex. mazout ou gaz naturel). Cette taxe devrait-elle également être étendue aux carburants (p. ex. essence, diesel, etc.)?","En tout cas pas avant que l'on ait des vraies solutions ""vertes"" de remplacement.",AGAINST,fr,X-Stance,,"cases nicht vor, bis wir echte ""grüne"" Ersatzlösungen haben.",de,"nous avons des cas avant d'avoir des vraies ""vertes"" solutions de remplacement."
